order	sequence	thai	phonetic	description	short-description	set	level
2359	8	หนักเท่าไหร่ nàk tâo-rài How much does	it	weigh?  	weigh?  		
2360	9	เงียบ(ไป) INFORMAL-STRONG ngîap	bpai	Quiet!  	Quiet!  		
2361	10	โทรไปแล้ว too-bpai lɛ́ɛo I called already. / I called him already.  					
2362	11	ฉันอยากเจอเขา chǎn yàak jəə kǎo I want to meet him/her.  					
2363	12	(8)ชั่วโมงต่อวัน	bpɛ̀ɛt	chûa-moong dtɔ̀ɔ-wan (8) hours a day.  	chûa-moong dtɔ̀ɔ-wan (8) hours		
2364	13	ทำยาก tam yâak It's difficult to do. / That's hard.  					
2365	14	พูดสิ pûut sì Say it.	repeat it after me, etc.				
2366	15	ฉันไม่กลัว(หรอก) chǎn mâi-glûa	rɔ̀ɔk	I'm not afraid (at all).  	I'm not afraid (at all).  		
2367	16	ล้างมือก่อน láang mʉʉ gɔ̀ɔn Wash your hands	first	.  	.  		
2368	17	ทุกวัน túk-wan Every day.  					
2369	18	มันหนักมาก man nàk mâak It's very heavy.  					
2370	19	นานแค่ไหน naan kɛ̂ɛ-nǎi For how long?  					
2371	20	ใหญ่มาก yài mâakIt's huge. / That's a big one. 					
2372	1	เงียบปาก ngîap bpàak Shut your mouth! / Shut	the xxx	up! / Zip it! 	up! / Zip it! 	Super Useful Expressions, Part 119  	high-intermediate level
2373	2	เอาเถอะน่า ao tə̀ nâa Come on! / Oh, come on!  					
2374	3	(ต้อง)ตั้งสติ	dtɔ̂ng	dtâng-sà-dtì (You have to) calm down. / (You need to) stay focused. / (You have to) compose  yourself. / Get a grip!  	dtâng-sà-dtì (You have to) cal		
2375	4	เหลือเวลาแค่(3 อาทิตย์) lʉ̌a wee-laa kɛ̂ɛ	sǎam aa-tít	(We) only have (3 weeks) left. / (There's) only (3 weeks) left.  	(We) only have (3 weeks) left.		
2376	5	เลือกเอาเอง(นะ) lʉ̂ak ao eeng	ná	The choice is yours. / It's your choice. / You choose.  	The choice is yours. / It's yo		
2377	6	ต้องไปจากที่นี่ dtɔ̂ng bpai jàak tîi-nîi We gotta get out of here. / I have to leave. / She has to go away. 					
2378	7	คุณทำแบบนี้กับฉันได้ยังไง kun tam bɛ̀ɛp-níi gàp chǎn dâi yang-ngai How can/could you do this to me?!  					
2379	8	เป็นแบบนี้แหละ bpen bɛ̀ɛp-níi lɛ̀ That's how	I	am! / That's how (it) is!  	am! / That's how (it) is!  		
2380	9	(...) สองสามวันมานี้	...	(...) sɔ̌ɔng sǎam wan maa níi (...) The last few days... / ...for the last few days.  	(...) sɔ̌ɔng sǎam wan maa níi 		
2381	10	(...) โดยที่ไม่คิด	...	(...) dooi-tîi mâi kít (...)Without thinking (about...) /...without thinking.  	(...) dooi-tîi mâi kít (...)Wi		
2382	11	อีกไม่ถึง(3 นาที)... ìik mâi-tʉ̌ng	sǎam naa-tii	... In less than (3 minutes)...  	... In less than (3 minutes)..		
2383	12	บ้างก็ว่า... bâang gɔ̂ɔ wâa... Some	people	say... 	say... 		
2384	13	อย่าตกเป็นเหยื่อ(...) yàa dtòk-bpen-yʉ̀a(...) Don't fall victim	to...	/ Don't fall prey to... / Don't be victimized.  	/ Don't fall prey to... / Don'		
2385	14	ใครจะรับผิดชอบ krai jà ráp-pìt-chɔ̂ɔp Who will be responsible? / Who would be responsible? / Who would take  responsibility? 					
2386	15	ดียังไง dii yang-ngai How is it good? / What's good about it?  					
2387	16	เคยได้ยินที่ไหน kəəi dâi-yin tîi-nǎi Where have	I	heard that before?  	heard that before?  		
2388	17	รู้สึกกดดันไหม rúu-sʉ̀k gòt-dan mǎi Do	you	feel pressure/pressured?  	feel pressure/pressured?  		
2389	18	เขาช้าตลอด kǎo cháa dtà-lɔ̀ɔt She's always late/slow!  					
2390	19	ไม่ใช่ประเด็น mâi-châi bprà-den	That	's not the issue/point.  	's not the issue/point.  		
2391	20	กล้าดียังไง glâa-dii yang-ngai How dare you! / You've got a lot of nerve! 					
2392	1	ไฟดับ(แล้ว) fai-dàp	lɛ́ɛo	The power's out. / There's a power outage. 	The power's out. / There's a p	Super Useful Expressions, Part 120  	high-intermediate level
2393	2	จะรีบไปไหน jà rîip bpai-nǎi Where are you rushing off to? / Where are you hurrying to?  					
2394	3	อย่าใจร้อน yàa jai-rɔ́ɔn Don't	be in a	rush! / Don't be so hot-tempered!  	rush! / Don't be so hot-temper		
2395	4	ที่นี่ที่ไหน tîi-nîi tîi-nǎi Where are we? / Where is this place?  					
2396	5	คงมีเรื่องเข้าใจผิดกัน kong mii rʉ̂ang-kâo-jai-pìt-gan There must be a/some misunderstanding.  					
2397	6	เขาไม่สนใจอะไรเลยนอกจาก(เงิน) kǎo mâi-sǒn-jai à-rai ləəi nɔ̂ɔk-jàak	ngən	She's not interested in anything except/other than (money).  	She's not interested in anythi		
2398	7	ดูท่าทาง(ไม่ค่อยสนใจ) duu-tâa-taang	mâi-kɔ̂i sǒn-jai	He doesn't seem (so interested). / It looks like (he's not so interested). / It doesn't  look like (he's very interested).  	He doesn't seem (so interested		
2399	8	เขาดูมีความสุขมาก(เลย) kǎo duu mii-kwaam-sùk mâak	ləəi	She looks like she's really happy. / She seems really happy.  	She looks like she's really ha		
2400	9	ไม่บอกก็ไม่เป็นไร mâi bɔ̀ɔk gɔ̂ɔ mâi-bpen-rai If you don't tell me, it's okay. / If you aren't going to tell me, no problem.  					
2401	10	ไม่มีอะไรสำคัญ(ไป)กว่า(ครอบครัว) mâi mii à-rai sǎm-kan	bpai	gwàa  (krɔ̂ɔp-krua) Nothing's more important than (family). / There's nothing more important than  (family.)  	gwàa  (krɔ̂ɔp-krua) Nothing's 		
2402	11	ทำอะไรไม่ถูก tam à-rai mâi-tùuk I couldn't do anything. / I was helpless. / I was at a loss. 					
2403	12	รู้แล้วว่าใคร rúu lɛ́ɛo wâa krai	I	know who it was!  	know who it was!  		
2404	13	รู้แล้วว่าใครท rúu lɛ́ɛo wâa krai tam	I	know who did it! 	know who did it! 		
2405	14	ขอความร่วมมือ(...) FORMAL kɔ̌ɔ kwaam-rûam-mʉʉ	...	(We) ask for your cooperation. / (I)'d like to ask for your cooperation. 	(We) ask for your cooperation.		
2406	15	เชิญด้านนี้ FORMAL chəən dâan-níi This way, please. / Follow me, please.  					
2407	16	พูดไม่รู้เรื่อง pûut mâi-rúu-rʉ̂ang	She	doesn't make any sense! 	doesn't make any sense! 		
2408	17	ไม่ลำบากอะไรเลย mâi lam-bàak à-rai ləəi It was no trouble. / No trouble at all.  					
2409	18	(กลัว)ตื่นไม่ทัน	glua	dtʉ̀ʉn mâi-tan (I'm afraid) I'll oversleep. / (I'm afraid) I won't wake up in time.  	dtʉ̀ʉn mâi-tan (I'm afraid) I'		
2410	19	ฉันรู้ความลับของคุณ chǎn rúu kwaam-láp kɔ̌ɔng kun I know your secret!  					
2411	20	พูดความจริงเถอะ pûut kwaam-jing tə̀ Tell	me	the truth! 	the truth! 		
2412	1	ขอแสดงความยินดีด้วย SEMI-FORMAL kɔ̌ɔ sà-dɛɛng kwaam-yin-dii dûai Congratulations! 	Super Useful Expressions, Part 121  	high-intermediate level	high-intermediate level		
2413	2	ขอแสดงความยินดีกับคุณ FORMAL kɔ̌ɔ sà-dɛɛng kwaam-yin-dii gàp kun Allow me to congratulate you. / Congratulations to you.  					
2414	3	ไม่รู้จะตอบอะไร mâi-rúu jà dtɔ̀ɔp à-rai I don't know how to answer. 					
2415	4	จะให้ผมตอบว่ายังไง jà hâi pǒm dtɔ̀ɔp wâa yang-ngai How do you want me to answer? / What do you want me to say?  					
2416	5	คนอื่นหายไปไหนกันหมด kon-ʉ̀ʉn hǎai-bpai-nǎi gan mòt Where did all the others go? / Where did everyone go?  					
2417	6	อยากบอกอะไรฉันไหม yàak bɔ̀ɔk à-rai chǎn mǎi Is there something you want to tell me?  					
2418	7	ฉันติดธุระ chǎn dtìt tú-rá I'm in the middle of something. / I'm all tied up. / I'm busy	with something	.  	.  		
2419	8	(กระเทียม)มีกลิ่นฉุน	grà-tiam	mii-glìn chǔn (Garlic) has a pungent odor. / (Garlic) has a strong smell.  	mii-glìn chǔn (Garlic) has a p		
2420	9	...ช่วยลดความเสี่ยงที่(จะเป็นโรคหัวใจ) ...chûai lót kwaam-sìang tîi	jà  bpen rôok-hǔa-jai				
2421	...(it) helps reduce the risk of (heart disease). / ...(it) reduces the risk of (heart  disease).  						
2422	10	เจ็บจี๊ด INFORMAL jèp jíit It hurts like hell! / That really hurts!	said of a sharp pain				
2423	11	เราไม่น่าเจอกันเลย rao mâi-nâa jəə-gan ləəi We should never have met!  					
2424	12	และที่สำคัญ... SEMI-FORMAL lɛ́ tîi sǎm-kan... And importantly... / And what's important...  					
2425	13	(คนจีน)มีความเชื่อว่า... FORMAL/LITERARY	kon-jiin	mii kwaam-chʉ̂a wâa...(Chinese) believe that...  	mii kwaam-chʉ̂a wâa...(Chinese		
2426	14	อยากออกไปจากที่นี่(เร็วๆ) yàak ɔ̀ɔk-bpai-jàak tîi-nîi	reo-reo	(I) wanna get out of here (now)! / (I) want to get out of here (quickly)! 	(I) wanna get out of here (now		
2427	15	มีเรื่องต้องจัดการ mii rʉ̂ang dtɔ̂ng jàt-gaan There's something	I	have to do. / There are something things (I) have to take  care of.  	have to do. / There are someth		
2428	16	คุณต่างหากล่ะ kun dtàang-hàak lâ It's YOU! / YOU'RE the one!	who is scared, etc. not me!				
2429	17	ก็จริง INFORMAL gɔ̂ɔ jing That's true. / Right.  					
2430	18	ยอมรับความจริง yɔɔm-ráp kwaam-jing Face the truth! / Admit the truth! / Accept the fact.  					
2431	19	ไม่มีผลเสีย mâi-mii pǒn-sǐa There's no damage	done	. / There's no disadvantage. / It won't hurt us.  	. / There's no disadvantage. /		
2432	20	เขาไม่เอาไหน STRONG kǎo mâi-ao-nǎi He's useless! / He's good for nothing! / He's a loser! 					
2433	1	ต้องตัดไฟแต่ต้นลม IDIOM dtɔ̂ng dtàt-fai dtɛ̀ɛ dtôn-lom We have to nip it in the bud. / I have to stop it before it gets out of control. / I gotta eliminate the threat. 	Super Useful Expressions, Part 122  	mid-advanced level	mid-advanced level		
2434	2	ฉลาดเป็นกรด IDIOMATIC chà-làat bpen gròt He's very clever. / She's very sharp.					
2435	3	ไม่รู้จักเข็ด mâi rúu-jàk kèt He hasn't learned his lesson! 					
2436	4	ยอมตายแทนกันได้ yɔɔm dtaai tɛɛn gan dâi I'd be willing to die in her place. / I would die for him.  					
2437	5	ผมเหนื่อยสายตัวแทบขาด pǒm nʉ̀ai sǎai-dtua tɛ̂ɛp kàat I'm dog tired. / I'm absolutely exhausted.	from working hard without a break	Note: สายตัว (sǎai-dtua) means 'tendon' or 'sinew'.  	Note: สายตัว (sǎai-dtua) means		
2438	6	ต้องคิดหน้าคิดหลังให้ดี IDIOMATIC dtɔ̂ng kít nâa kít lǎng hâi-dii You have to think about things carefully.	don't do things rashly but think  carefully				
2439	7	มันหายวับไปกับตา IDIOMATIC man hǎai wáp bpai gàp dtaa It vanished before his very eyes! / It disappeared like magic!  					
2440	8	มันยังไงกันแน่/มันยังไงกันวะ IDIOMATIC/INFORMAL/STRONG man yang-ngai gan nɛ̂ɛ / man yang-ngai gan wá What's goin' on?! / What's that all about?! / What the hell's going on?!  					
2441	9	...ไม่ไกลเกินฝัน LITERARY ...mâi glai gəən fǎn 					
2442	...is within reach. / ...is attainable. / ...isn't beyond your dream. 						
2443	10	รู้ตัวอีกที... IDIOMATIC rúu-dtua ìik-tii... Before	you	know it... / The next thing you know...  	know it... / The next thing yo		
2444	11	ผมรวบรวมความกล้าที่จะ... pǒm rûap-ruam kwaam-glâa tîi-jà... I gathered up the courage to... 					
2445	12	ขออโหสิกรรม(...) LITERARY/RELIGIOUS kɔ̌ɔ à-hǒo-sì-gam(...) Please forgive me. / I apologize	for	... (for wrongdoing or sin) 	... (for wrongdoing or sin) 		
2446	13	ผมไม่มีกะจิตกะใจ(จะ)ทำอะไร LITERARY/IDIOMATIC pǒm mâi-mii gà-jìt-gà-jai	jà	tam à-raiI don't feel like doing anything. / I don't have the motivation to do anything.  (feeling listless or down) 	tam à-raiI don't feel like doi		
2447	14	เขารับช่วงต่อ(กิจการของพ่อ) kǎo ráp-chûang-dtɔ̀ɔ	gìt-jà-gaan kɔ̌ɔng pɔ̂ɔ	He's taking over (his father's business). / He's the successor to (his father's  business).  	He's taking over (his father's		
2448	15	ฉันรู้ก็แล้วกัน chǎn rúu gɔ̂ɔ-lɛ́ɛo-gan I just know. / Let's just say I know.  					
2449	16	กิ่งทองใบหยก IDIOM gìng-tɔɔng-bai-yòk A match made in heaven! / They're so compatible!	said of a married couple	Note: กิ่งทอง (gìng-tɔɔng) is 'gold branch' and ใบหยก (bai-yòk) is 'jade leaf'.  	Note: กิ่งทอง (gìng-tɔɔng) is 		
2450	17	รู้หน้าไม่รู้ใจ IDIOMATIC rúu nâa mâi-rúu jai You know him, but you don't really know what's in his heart/mind. 					
2451	18	ยิ่ง(หนีความจริง)เท่าไหร่ก็ยิ่ง(เจ็บมาก)เท่านั้น yîng	nǐi kwaam-jing	tâo-rài gɔ̂ɔ yîng (jèp mâak) tâo-nán The more (I run from the truth), the more (hurt I get).  	tâo-rài gɔ̂ɔ yîng (jèp mâak) t		
2452	19	ห้ามโน่นห้ามนี่ IDIOMATIC hâam nôon hâam nîi Don't do this! Don't do that!  					
2453	20	เปลี่ยนจากหน้ามือเป็นหลังมือ IDIOM bplìan jàak nâa-mʉʉ bpen lǎng  mʉʉ	She's	changed completely. / (She's) changed 180 degrees. / She's made a  complete turnaround.  	changed completely. / (She's) 		
