sequence|thai|phonetic|description|desc-short|set|level|
17|จับไม่ได้ jàp mâi-dâi They can't catch him. / You can't catch me. ||||||
18|ผมไม่ไปหรอก pǒm mâi bpai rɔ̀ɔk I'm not going. / I'm not going to go. / I'm never gonna go|there|. |. |||
19|เหมือนมาก mʉ̌an mâak Very similar! / It looks almost the same! / They look very similar!  ||||||
20|พอเถอะ pɔɔ tə̀ That's enough. / That's plenty. ||||||
1|(หน้าตา)น่าเกลียดน่าชัง|nâa-dtaa|nâa-glìat nâa-chang He's so cute! / She's so adorable! (usually said of a baby) Note: Literally, this means the baby looks ugly and despicable. Traditionally, this was said to trick any bad spirits away from the baby.  |nâa-glìat nâa-chang He's so cu|Super Useful Expressions, Part 177  |high-intermediate level|
2|เธอไม่มีวันยอม təə mâi-mii-wan yɔɔm She'll never let you. / She'll never allow it.  ||||||
3|ได้รับความเสียหายอย่างหนัก SEMI-FORMAL dâi-ráp kwaam-sǐa-hǎai  yàang-nàk|It|was badly damaged. |was badly damaged. |||
4|เราสามารถช่วยเหลือคุณได้ FORMAL rao sǎa-mâat chûai-lʉ̌a kun dâi We can help/assist you.  ||||||
5|เธอออกไปรอข้างนอก(ก่อน) təə ɔ̀ɔk-bpai rɔɔ kâang-nɔ̂ɔk|gɔ̀ɔn|(You) go wait outside.  |(You) go wait outside.  |||
6|ต้องทำให้ได้ dtɔ̂ng tam hâi-dâi I must do it! / You have to do it!  ||||||
7|คุณก็รู้อยู่แล้วนี่ kun gɔ̂ɔ rúu yùu lɛ́ɛo nîi You know that|already|!  |!  |||
8|ยุ่งจนไม่มีเวลาทำอะไร yûng jon mâi mii wee-laa tam à-rai|I|'m so busy that I have no time for anything. / (I)'m so busy working that I have  no time to do anything else.  |'m so busy that I have no time|||
9|นักโทษแหกคุก nák-tôot hɛ̀ɛk-kúk The prisoner escaped from jail. / The prisoners broke out of the prison.  ||||||
10|(...)จะได้ไม่เหงา|...|jà-dâi-mâi ngǎo (...) so you won't get lonely. / (...) so she won't be lonely.  |jà-dâi-mâi ngǎo (...) so you w|||
11|คิดซะว่าเป็น... / คิดเสียว่าเป็น... kít sá wâa bpen... / kít sǐa wâa bpen...|Just|consider it... / (Just) think of it as...  |consider it... / (Just) think |||
12|ฉันเคยได้ยินมาว่า... chǎn kəəi dâi-yin maa wâa... I've heard before that... / I hear that...  ||||||
13|ที่แท้ก็... tîi tɛ́ɛ gɔ̂ɔ... But in fact... / But actually...  ||||||
14|จงจำไว้ว่า... LITERARY jong jam wái wâa... Remember... / Keep in mind... ||||||
15|เขาถูกจับเป็นเชลย kǎo tùuk jàp bpen chà-ləəi He was taken captive/prisoner. ||||||
16|ทำอย่างนี้ไม่ได้ tam yàang-níi mâi-dâi You can't do this!  ||||||
17|ผมเองก็เช่นกัน FORMAL pǒm eeng gɔ̂ɔ chên-gan And so am I. / And me likewise. / And I am, too.  ||||||
18|ไม่ต้องมาแก้ตัว mâi-dtɔ̂ng maa gɛ̂ɛ-dtua Don't make excuses! / No excuses! / Don't give me any excuses!  ||||||
19|(คุณ)จะไปรู้อะไร INFORMAL/STRONG|kun|jà bpai rúu à-rai What (the hell) do/would you know?!   (implying the listener knows nothing) |jà bpai rúu à-rai What (the he|||
20|เราไม่ถูกกัน rao mâi tùuk-gan We don't get along. ||||||
1|รออะไรอยู่(คะ) rɔɔ à-rai yùu|ká|What are you waiting for? |What are you waiting for? |Super Useful Expressions, Part 178  |low-intermediate level|
2|ไม่ต้องกังวล mâi-dtɔ̂ng gan-won Don't worry. / No need to worry.  ||||||
3|เป็นเรื่องปกติ bpen rʉ̂ang bpòk-gà-dtì It's common. / It's normal.  Note: ปกติ|bpàk-gà-dtì|is an alternative pronunciation for this word.  |is an alternative pronunciatio|||
4|ฉันจะให้โอกาสอีกครั้ง chǎn jà hâi oo-gàat ìik kráng I'll give you another chance.  ||||||
5|ผมต้องดูแลเขา pǒm dtɔ̂ng duu-lɛɛ kǎoI have to take care of her.  ||||||
6|ไม่ต้องรู้สึกผิดเลย/หรอก mâi-dtɔ̂ng rúu-sʉ̀k pìt ləəi/rɔ̀ɔk|You|don't need to feel guilty.  |don't need to feel guilty.  |||
7|กี่เดือนแล้ว gìi dʉan lɛ́ɛo How many months pregnant are you? OR How many months are you?  ||||||
8|มันไม่ใช่ความรัก man mâi-châi kwaam-rák It's not love. / That's not love. / It wasn't love.  ||||||
9|นอนพักเถอะ(นะคะ) nɔɔn pák tə̀|ná-ká|(You) get some sleep/rest.  |(You) get some sleep/rest.  |||
10|คุณต้องตัดสินใจว่า... kun dtɔ̂ng dtàt-sǐn-jai wâa... You have to decide...  ||||||
11|ผมไม่เคยรู้มาก่อน(ว่า...) pǒm mâi-kəəi rúu maa-gɔ̀ɔn|wâa...|I never knew before (that...)  |I never knew before (that...) |||
12|ฉันยังไม่เต็มใจ... chǎn yang mâi dtem-jai... I'm not willing... / I'm reluctant to...  ||||||
13|ถ้า(คุณ)ไม่ได้ท... tâa|kun|mâi-dâi tam... If (you) didn't do it...  |mâi-dâi tam... If (you) didn't|||
14|(เดี๋ยว)ฉันเช็ดให้นะคะ|dǐao|chǎn chét hâi ná-ká I'll wipe it up (for you). / Let me dry you off. |chǎn chét hâi ná-ká I'll wipe |||
15|(เอา)วางไว้|บนโต๊ะ|(ao) waang-wái (bon dtó) Leave it (on the table). / Put it (on the table). / Set it (on the table).  |(ao) waang-wái (bon dtó) Leave|||
16|ค่อยๆลุกขึ้น kɔ̂i-kɔ̂i lúk-kʉ̂n Get up slowly.  ||||||
17|หกหมดเลย hòk mòt ləəi It spilled all over|the place|! |! |||
18|มันเสี่ยงมาก man sìang mâak It's very risky.  ||||||
19|แค่หยอก(เล่น) kɛ̂ɛ yɔ̀ɔk|lên|Just teasing! / Just joking!  |Just teasing! / Just joking!  |||
20|เขาไม่กล้า(หรอก) kǎo mâi-glâa|rɔ̀ɔk|He wouldn't dare! |He wouldn't dare! |||
1|หายใจลึกๆ hǎai-jai lʉ́k-lʉ́k Breathe deeply. / Take a deep breath. |Super Useful Expressions, Part 179 |low-intermediate level|low-intermediate level|||
2|ไม่รู้เรื่องอะไร(เลย) mâi-rúu-rʉ̂ang à-rai|ləəi|You don't know anything! / I don't know anything.  |You don't know anything! / I d|||
3|ไม่มีใครช่วยได้ mâi-mii-krai chûai dâi No one can help me. / No one can help.  ||||||
4|ใครกัน BIT STRONG or SURPRISED krai gan Who? / Who's that?  ||||||
5|คุณมาตั้งแต่เมื่อไหร่ kun maa dtâng-dtɛ̀ɛ mʉ̂a-rài When did you get here?  ||||||
6|อย่าให้ใครรู้ yàa hâi krai rúu Don't let anyone know!  ||||||
7|บอกผมมาเลย INFORMAL bɔ̀ɔk pǒm maa ləəi Tell me.|urging|||||
8|เขาเลือกไม่ได้ kǎo lʉ̂ak mâi-dâiShe had no choice. / She couldn't choose.  ||||||
9|ไม่อยากทำอย่างนี้ mâi yàak tam yàang-níi|I|don't wanna do this.  |don't wanna do this.  |||
10|(มัน)ไม่ได้แปลว่า...|man|mâi-dâi bplɛ̀ɛ-wâa... It/that doesn't mean...  |mâi-dâi bplɛ̀ɛ-wâa... It/that |||
11|ว่าแต่... wâa-dtɛ̀ɛ... Speaking of... / By the way... / So...  ||||||
12|ไม่รู้หรือว่า... mâi rúu rʉ̌ʉ wâa... Don't you know|that|...?  |...?  |||
13|ฉันแปลกใจที่... chǎn bplɛ̀ɛk-jai tîi... I'm surprised that...  ||||||
14|เปลี่ยนใจทำไม / ทำไม(ถึง)เปลี่ยนใจ bplìan-jai tam-mai / tam-mai|tʉ̌ng|bplìan-jai Why did you change your mind? |bplìan-jai Why did you change |||
15|ขออุ้มหน่อย(ได้ไหม) kɔ̌ɔ ûm nɔ̀i|dâi-mǎi|Can I hold him? / Can I hold her? (of a baby) |Can I hold him? / Can I hold h|||
16|ต้องเลี้ยงลูกคนเดียว dtɔ̂ng líang lûuk kon-diao|She|had to raise her son/daughter by herself.  |had to raise her son/daughter |||
17|ผมไม่อยากอยู่ที่นี่แล้ว pǒm mâi-yàak yùu tîi-nîi lɛ́ɛo I don't wanna live/stay here anymore.  ||||||
18|ผมจะคุยกับเขาเอง pǒm jà kui-gàp kǎo eeng I'll talk to him myself.  ||||||
19|ต้องเตรียมไว้ก่อน dtɔ̂ng dtriam wái gɔ̀ɔn You gotta be prepared|in advance|. / You should be ready.  |. / You should be ready.  |||
20|ต้องเลิกคิดถึงเธอ dtɔ̂ng lə̂ək kít-tʉ̌ng təə(I) have to get her out of my head! /|I|have to stop thinking about her! |have to stop thinking about he|||
1|มีอะไรจะฝากไหม mii à-rai jà fàak mǎi Is there something you want me to tell him? / Do you want me to tell her anything? |Super Useful Expressions, Part 180  |high-intermediate level|high-intermediate level|||
2|ไหนดูสิ nǎi duu sì|Well,|let me see. / Show me. / Let's see then.  |let me see. / Show me. / Let's|||
3|จะทำอะไรก็ทำเถอะ jà tam à-rai gɔ̂ɔ tam tə̀ Do whatever you want! / Do whatever you want to do!  ||||||
4|อย่างนั้นหรือ yàang-nán-rʉ̌ʉ Is that so? / Really?  ||||||
5|ต้องทำอย่างไรถึงจะ(รวย) dtɔ̂ng tam yàang-rai tʉ̌ng-jà|ruai|What do I have/need to do to (get rich)?  |What do I have/need to do to (|||
6|ฉันไม่ได้หมายความว่าอย่างนั้น chǎn mâi-dâi mǎai-kwaam-wâa yàang-nán That's not what I meant. / I didn't mean it that way.  ||||||
7|เป็นแม่คนแล้ว IDIOMATIC bpen mɛ̂ɛ kon lɛ́ɛo She's a mother now. / I'm a mother now.  ||||||
8|จะตั้งชื่อลูกว่าอะไร jà dtâng-chʉ̂ʉ lûuk wâa à-rai What are you gonna name your baby?  ||||||
9|ไม่รอดแน่ mâi rɔ̂ɔt nɛ̂ɛ|He|'ll never make it! / (He) won't survive!  |'ll never make it! / (He) won'|||
10|ขอพูดตรงๆนะ... SEMI-FORMAL kɔ̌ɔ pûut dtrong-dtrong ná...Let me be frank... / Let me speak frankly... / I'm going to be honest with you...  ||||||
11|โดยทั่วไปแล้ว... SEMI-FORMAL dooi-tûa-bpai-lɛ́ɛo... Generally... / Normally... / Ordinarily...  ||||||
12|ในทางตรงข้าม... FORMAL nai-taang-dtrong-kâam... On the other hand... / Whereas...  ||||||
13|...เป็นเวลานาน ...bpen wee-laa-naan ||||||
..for a long time. / ...for so long.  |||||||
14|ใครจะอาสา(...) krai jà aa-sǎa(...) Who will volunteer|to...|? |? |||
15|ไม่มีสิทธิ์(ที่จะ)... mâi-mii-sìt|tii-jà|... You have no right (to)... !  |... You have no right (to)... |||
16|มีสิทธิ์อะไร... mii-sìt à-rai... What right do you have|to|... ?!  |... ?!  |||
17|ผมจะรีบไปรีบกลับ pǒm jà rîip bpai rîip glàp I'll hurry back. / I'll be back soon. / I'll be back as soon as possible.|go quickly  and return quickly|||||
18|ผมไม่ได้เป็นคนเริ่มก่อน pǒm mâi-dâi bpen kon rə̂əm gɔ̀ɔn I'm not the one who started it.|the fight, argument, etc.|||||
19|อาจจะมากกว่านั้น àat-jà mâak-gwàa nán Maybe more|than that|. / Maybe longer (than that).  |. / Maybe longer (than that). |||
20|ไม่ต้องพูดอะไรแล้ว mâi-dtɔ̂ng pûut à-rai lɛ́ɛo Don't say anything|more|. / You don't need to say anything anymore. |. / You don't need to say anyt|||
1|ต้องลุกขึ้นสู้ dtɔ̂ng lúk-kʉ̂n sûu|You|have to fight! / (You) have to stand up and fight! / (You) have to take a  stand! |have to fight! / (You) have to|Super Useful Expressions, Part 181  |high-intermediate level|
2|มันคนละเรื่อง man kon-lá-rʉ̂ang That's a different story. / That's another story. / It's a different matter.  ||||||
3|เรื่อง(มัน)เกิดขึ้นแล้ว rʉ̂ang|man|gə̀ət-kʉ̂n lɛ́ɛo It happened already. / It already happened.  |gə̀ət-kʉ̂n lɛ́ɛo It happened a|||
4|เขาเล่าให้ฟังทุกอย่าง(แล้ว) kǎo lâo-hâi-fang túk-yàang|lɛ́ɛo|He told me everything.  |He told me everything.  |||
5|ฉันเผลอหลับไป chǎn plə̌ə-làp bpai I dozed off. / I nodded off. / I fell asleep.  ||||||
6|ต้องสมัครสมาชิกก่อน dtɔ̂ng sà-màk sà-maa-chík gɔ̀ɔn You have to be a member|first|. / You have to join first.  |. / You have to join first.  |||
7|เดี๋ยวตบปาก ANGRY dtǐao dtòp bpàak I'm gonna smack you!  ||||||
8|มันจะดีหรือไม่ man jà dii rʉ̌ʉ mâi Is that a good idea? / Would that be a good?|questioning or cannot make up  one's mind|||||
9|ปากเสีย IRRITATED/ANGRY bpàak-sǐa You have a foul mouth! / You're offensive! / You're abusive!  ||||||
10|คุณทราบหรือเปล่าว่า... FORMAL kun sâap rʉ̌ʉ bplàao wâa... Did you know that... ?  ||||||
11|(...)จะไม่ดีกว่าหรือ(...)|...|jà mâi dii-gwàa rʉ̌ʉ (...) Wouldn't it be better (...?) / Isn't it better (...?) |jà mâi dii-gwàa rʉ̌ʉ (...) Wou|||
12|ถ้าเกิดอะไรขึ้น... tâa gə̀ət-à-rai-kʉ̂n If anything happens... / If something happens...  ||||||
13|เขากำลังถูกสอบสวน(...) kǎo gam-lang tùuk sɔ̀ɔp-sǔan(...) He's being investigated|...|. / He's being questioned. |. / He's being questioned. |||
14|เพียงแต่ว่า... SEMI-LITERARY piang-dtɛ̀ɛ-wâa... It's just that... ||||||
15|(...)ไม่ใช่วิธีแก้ปัญหา|...|mâi-châi wí-tii gɛ̂ɛ bpan-hǎa It's not a solution. / (...) isn't the way to fix the problem.  |mâi-châi wí-tii gɛ̂ɛ bpan-hǎa |||
16|เป็นแผลเต็มตัว bpen-plɛ̌ɛ dtem-dtua He's got scratches all over his body. / She's bruised all over. / It's got scabs all  over.  ||||||
17|ฉันไม่อยาก(จะ)ได้อะไร chǎn mâi yàak|jà|dâi à-rai I don't want/need anything. (receive a birthday gift, etc.) |dâi à-rai I don't want/need an|||
